USI Code,Name,Address - Street,City,MPN,Contract Start Date,Contract End Date,Transaction Date,Level 4 Code,Level 5 Code,Tenure (months),Product Name,Unique ID
3115859e-9c2a-453b-aedf-9b7eebd815aa,Teresa Rogers,403 Vickie Port Apt. 828,Christineville,(246)587-8857,,,2021-06-16,5150,4377,,Tablet,90336ca2-1b27-4af8-b0c9-397bedbc2abb
826e2a64-5754-47bb-86dd-f78074194ef7,Samuel Weaver,31323 Strickland Plains Apt. 103,North Wendytown,001-080-369-1134x1422,,,2021-03-12,3643,6856,,Smartwatch,3f53030b-c742-4760-b705-6811bce4d247
2c244d90-527c-4f38-896a-741a1392a7e9,Monique Leach,3076 Frank Valley,Salazarport,001-746-505-5270,2021-05-23,,2021-02-10,9115,9006,,Phone,625d5feb-8af3-45bd-8c8d-27bedfbc1018
1a0ea6a2-8724-489c-a7c2-31f148e02134,Todd Torres,60408 Shelby View Suite 679,Zacharyburgh,+1-808-585-9818x3816,2019-10-06,,2022-11-08,4465,3022,,Tablet,a9ac73d8-a22e-4701-894b-ec789fc25529
2135a855-3258-4dd2-9cd3-64b3935914c6,Alicia Lopez,142 Davis Centers,West Jefftown,5809172738,2021-11-11,,2019-03-27,1998,9359,,Smartwatch,3e8e7242-f17c-4a45-8075-4a6f982b3115
7d8fa463-dddf-423a-a119-23c6d19b79c9,Dawn Silva,630 Lisa Loaf,South Heather,630-061-5869,,,,5054,8974,,Tablet,1686c341-c1a4-4a89-b769-25248d51fe37
5acaf6c8-134d-4bb2-99ea-d25ff41c927b,Erica Anderson,081 Lynch Summit,Mcgeebury,+1-154-894-5275x7383,,,2022-06-14,5165,5417,,Phone,6f1ce207-4559-4f88-8a17-ec5f42a31da1
29a75073-7af4-4032-bf22-b3e115813687,Shelley Herrera,6949 Berry Tunnel,North Christy,4079991032,,,2023-08-06,8755,1438,,Tablet,2d28ff6a-67cf-4954-8a82-6683e37a9205
341bc7a6-0915-4b2b-b08c-39422637d058,Christy Hardy,01779 Abbott Valley Suite 307,East Cassandrachester,246.738.8595x93789,2019-09-14,,2018-08-22,6994,2804,,Tablet,f12bb300-f97a-4898-99bf-cb74abaaee4a
78cea079-5c54-45cc-a119-d2a70a04f28d,Emily Gibson,95954 Harris Canyon,West Andrea,163-218-8557x9205,,,,1466,9825,,Tablet,50465275-2369-4d43-9cec-f73f2a57db7b
ac469974-5444-45be-a9e2-19799a3fae2e,Vincent Wright,576 Townsend Expressway Suite 104,Lake Jamesburgh,341.968.1123,,,2021-12-26,4143,3250,,Smartwatch,5acf4035-aa04-4844-9cd5-59d40ab1b8f7
40aff034-209d-4025-87ca-8fc747c676d8,Sarah Banks,8796 James Squares Suite 191,Simsmouth,224-477-8556x737,,,2021-01-14,8622,9891,,Tablet,2448aa75-a2b0-4eac-b9a5-d932392611e9
ff19cc48-9bcc-4d11-86a0-018fc52729b0,Sierra Mercer,5677 Edwards Grove,Rogerville,(971)230-1184x6860,2019-10-14,,2019-06-26,9508,9327,,Phone,2f95a5e5-5f06-4a8b-981b-c02ae90a961e
ddb114d1-bcfd-49cc-afcd-c4aa209cd6fe,Angela Dennis MD,66816 Eric Highway Apt. 134,Tracyport,(263)148-8819,,,2023-03-11,4321,4197,,,2725bf8e-6920-4d84-b04e-da2d0417a7d2
1c3c8bf3-41d7-4cae-923c-34685f8ac643,Jamie Johnson,073 Stanley Vista Apt. 364,Mollyside,+1-385-919-1570x5436,2021-05-11,,2023-08-31,3491,4492,,Tablet,56f3ee7b-b649-424d-bf0a-63137d231d71
3e4cac76-2a9f-437c-a124-84b92eaa4042,Vickie Spencer,9837 Crawford Ville,North Jerome,337-167-8328x624,,,2023-02-19,7119,7360,,Tablet,08d97c13-edda-435f-93be-074a302683ad
8a4ef11b-376d-4881-b6d8-4fa7e209f763,Derek Waters,52197 Stephanie Mill,Smithfort,149-161-4816,,,2021-09-09,7102,9472,,,65e9204a-a981-405d-9e96-d6e7c8bf6da8
07cf0420-cab2-4ebd-97fd-0cf0947d5dbc,Christine Hines,5539 Johnson Circle,South Christine,883.073.3291x5516,2021-08-15,,2020-12-01,8968,2472,,Smartwatch,8f3d1a02-dbf7-449d-8b81-707470f1aa6c
b5ea03f7-3955-43b5-846c-8f616f82fb7c,John Peterson,4607 Melissa Turnpike,Hoopermouth,+1-098-143-2446x2165,2019-12-04,,2022-02-13,6371,3659,,Phone,ce281c7d-0886-4009-a38f-cf7d153c752c
a4ee79d5-0551-408a-98ca-16c4ce2e626c,Christine Craig,22850 Reid Parks Apt. 482,Keithmouth,280.149.2911x1114,2021-03-04,,2019-09-15,8482,7014,,Smartwatch,f76eb897-927b-4082-90ba-2936d3559d86
885fa962-2283-4bc9-b3cd-2930c7b22d49,Julie Gordon,0414 Bryant Plains Apt. 659,West Jessicashire,093-042-9963,,,2021-10-09,5314,9676,,Phone,079c7f88-048b-48a6-9b75-63a1a6b43328
fbee3cef-8918-4efb-a615-3962a5b612f7,Tanner Scott,66189 Bush Junction,Lopezbury,257.823.8478,2021-08-30,,,2857,5252,,Phone,281b36e6-1064-4cc0-aa3e-5883b0479400
15a8ffe2-95db-4d22-935e-7ffd81f96c9a,Carmen Jones,7406 Moreno Lock,Jenniferland,(869)442-0882,,,2022-05-30,6119,4818,,Tablet,391584f0-3975-4c3f-9d82-0204a2920cc7
0664e8e9-6ca7-4501-94e1-8386230c70d1,Molly Hunter DDS,50295 Thomas Unions Suite 313,Ericaport,(742)166-0823,,,2020-07-29,6278,7350,,Tablet,d9d44bb9-c984-4c11-a0e4-9ab047bc679e
0c4e1c70-5c6c-4117-bf6a-1868cece01eb,Richard Odonnell,08410 Griffin Hills Apt. 757,Lake Joshuaview,001-580-486-9384x69348,,,2023-07-06,7233,8437,,Tablet,d30e5f81-fc3e-497d-ae3c-3857a9847892
771c6102-0b48-4518-bd80-2a6cef51ed66,Leslie Ramos,055 Jones Grove Suite 696,South James,992.300.7133x72260,2022-03-26,,2023-02-04,7141,4013,,,5dfc10a4-49bf-436b-969f-b22485577c40
fbe659cf-a35a-4af9-9f3d-3868adcadcf2,Leslie Mcgrath,4745 Jones Meadow,Port Victoria,217.138.1318,,,,3732,9034,,Tablet,abaee2ab-d836-42e3-adeb-6d8a85816782
1a6e88b9-713f-444e-bcf7-91af35cb7466,Christopher Davis,7817 Briana Inlet Apt. 919,West Jesusport,318.640.0846,2022-01-23,,2022-03-27,8372,5306,,,be13eaa7-b948-4f9b-9a74-a5e2bc20c374
b857920e-89c1-43a9-adf5-8da00d378100,Kelly Hardy,6431 Robert Harbors Suite 073,Johnsontown,+1-822-367-0487x23587,,,2022-12-17,2786,3308,,Smartwatch,b75f0d80-2625-4e73-890e-b5616944e8b8
4630ba87-577e-4622-ac20-77634b4e6cca,Curtis Lloyd,51749 Shawn Overpass Suite 352,Kristinborough,4832614775,,,2020-12-19,6944,4552,,Phone,addbe233-32be-4893-a9cd-cc1c690bac3b
f8d17858-5664-486c-acc2-80e5165b6074,Elizabeth Bradford,02931 Brenda Corners,Lake Brettton,+1-784-777-2631x633,,,2019-11-24,2036,9340,,Phone,44f7a824-bc0d-4343-8d4f-d15559768a26
c12c7bd5-9a6a-404b-9ef5-d3ab2ed67a24,Bryan Matthews,022 Nguyen Heights Apt. 311,Danielland,+1-560-281-0670x29498,,,2020-02-18,2798,9969,,Smartwatch,682f5a89-25c5-4bf4-b062-7009000638a5
5f00501b-2a6c-45cd-b4a1-07f997cf8a6c,Steven Jones,10975 Ramirez Parkways Apt. 783,West Joshuaside,810.195.2438x861,,,2021-01-26,9780,8552,,Smartwatch,7f8e06e2-3eea-4d8a-8f8a-fb330221269a
bd5e6f93-af40-400f-8631-9e51af066039,Sabrina Fisher,254 Hill Street Apt. 554,North Colleen,+1-938-037-1282x553,2022-02-23,,2018-12-06,9224,8625,,Phone,d1242e5b-9abf-41c5-9c7a-5e1e613f0fad
064669d0-3f4e-4e5a-b1ab-169da5d2e272,Douglas Barrett PhD,40115 David Park Suite 584,Lake Monique,(503)665-9053x3169,,,2023-07-01,5332,9714,,Smartwatch,f3223bf3-da6d-4477-9f99-73135fd3aa3c
50485d2b-b98c-49f7-9431-cdd5c7c403c8,David Montgomery,7312 Maxwell Plaza,Mooremouth,(826)008-7984x76767,,,,8355,2045,,Smartwatch,ccf15f37-7246-4f56-8562-8fc3f8e64e27
cde117f2-f019-41f1-a271-826d9cebf43e,James Hurst,407 Castro Locks Apt. 411,Tranmouth,+1-721-095-3476,,,2018-08-21,8628,7639,,,8148aae6-ca41-49fb-8509-fbf6449253a6
e0323d01-5e13-423e-93c9-03248f3fca88,Erica Moses,034 Shannon Crossroad Apt. 726,Marcusburgh,619.201.3368,2021-10-25,,2019-07-14,5406,1727,,,82f07695-1536-43d5-89bd-cd7c989e7aa1
