USI Code,Name,Address - Street,City,MPN,Contract Start Date,Contract End Date,Transaction Date,Level 4 Code,Level 5 Code,Tenure (months),Product Name,Unique ID
cc945106-09a7-4906-a945-771c9b52a34d,Jacqueline Parsons,575 Barrera Estate,East John,061.753.1742x25769,2019-09-05,,2018-06-05,2673,1291,,Tablet,e6017b5f-5234-4005-85d8-ef5942cc65c2
68dcf10c-202e-4c91-bbbf-18e8cc95577e,Jonathan Pierce,88049 Garcia Road,East Jillhaven,984-931-3087x50500,2020-07-02,2022-01-21,2023-03-09,4025,8464,9.0,,ac4c52b1-8738-4c74-ae60-ca249c94a16b
998e934e-4954-4113-ab71-14a1ce104dcd,Brian Mckenzie,994 John Track Suite 538,New Linda,(323)941-9884,2018-08-13,,,7517,3563,,,53334b03-535c-4fdc-b04a-c085090f7cc0
b7b73d05-d956-44f2-a843-ab083dd61141,Stephanie Barber,250 Hull Heights,Catherineshire,001-811-975-3829,2018-01-18,,2023-06-02,9422,9548,,Phone,244bd600-26f6-46e0-9957-c3edc44869f2
a24d8181-0f4d-4ba2-b7c9-76296f08385c,Diana Montes,551 Ryan Mountains,Flemingchester,(471)156-4563,2020-11-21,,2022-12-11,9647,8648,,Phone,5d00168d-7c10-4833-b505-96467d2ac6bd
2bf5f9c1-0b9e-4e38-bfa1-c1d9079b16b6,Megan Moore,2410 Cameron Shoal,West Lisafort,+1-333-471-2496,,,,1405,1394,,Tablet,df6f4faa-51cd-411c-8e6d-0f29a6cc8df7
93486ce8-1fb5-43fd-8f9c-903b0e4655b0,Matthew Taylor,50939 Barry Forest,South Kariton,001-326-934-5126x2097,2021-03-05,,2022-01-25,9492,9797,,Tablet,5698d4e3-b6f9-474e-9b33-7d4d4006134f
83812853-ed02-475f-9a4e-a7024bab3ba0,Dawn Holmes,507 Rice Terrace,Burnetthaven,056-619-1507,,,2023-05-11,5138,7896,,,d4cfd0c9-baf6-401d-a6b0-30f563d8cff6
1bb5b9fe-109b-4502-9b09-842e9bd78574,David Silva,986 Russell Branch,Melissashire,509.587.5399x95737,,,2022-03-02,3425,3456,,Phone,dcd58de4-3e5d-4175-9aad-f1eedb6e8015
dc58cfa5-b5c4-4d83-bac4-60478fda3696,Joshua Anderson,59713 Victoria Canyon Apt. 845,Lake Kathleen,(776)360-4314,2021-04-18,2024-03-24,2023-11-10,5754,1016,37.0,Phone,22c8266a-14b7-4c67-8782-040d957c8059
4b99793e-69ba-4b9a-8f94-a8b653dc8c02,Matthew Boyle,66245 Cruz Brook Apt. 094,East Andrew,+1-665-604-9221x1047,,,2018-12-29,1437,2437,,Phone,a9c7ac56-294e-4e56-874b-9aebd8259103
3321e149-45fb-4a1e-bc2a-abcb80df4a8a,Melinda Taylor,0671 Sheri Oval,East Jamieside,(499)057-6239x7832,2020-04-27,2023-05-09,2020-06-16,2291,4105,59.0,Phone,0f5d2cf6-a057-4929-a127-efa07e4de634
da86be99-60da-41e0-b49a-c2e237191eef,Matthew Taylor,643 Shannon Heights,East Morganstad,(615)862-0158x44801,,,2018-01-20,8204,3733,,Smartwatch,c6b8de64-eec0-42de-8254-c0993fe02464
62d83102-82b7-4f27-b16a-f6029231144d,Sarah Salinas,6064 Diana Parkway,Christineland,(747)268-0386x9138,,,2020-10-17,7376,7446,,,1eff13e9-af26-4797-878c-7aad98b959a6
00c68f7c-412a-425f-92db-cbcab51d15c9,Frank Cooper,928 Christian Corner,Conleyfort,(057)165-1080x118,2019-04-26,2020-04-09,2023-08-23,2763,8475,56.0,Tablet,a0c63b9f-8ac7-45a8-9270-c2053daaa7d3
55cef216-1cbc-4250-aec5-19ee0f0fec95,Michael Parker,2595 Washington Isle,Hallstad,+1-747-010-7538x63510,,,,8427,6965,,,0729abfa-5cae-45f3-a898-1c36f28cf34f
b1297a22-6848-4c5e-b08a-3f46e9fac43f,Bryan Watson,26284 Scott Locks Suite 163,East Pamela,(667)175-7730,2018-08-09,2022-06-06,,7589,3849,23.0,,6a8e423f-bc3c-442c-b997-e6a23499a8f0
76a7d040-2f41-43fc-a154-68c98894f99a,Brian Henderson,130 Acosta Club,Port Briantown,6500941703,,,,1716,8799,,,79679434-c999-46fd-a9b7-f81c3b18389e
73bab8ce-2d24-4b8a-b84a-17126dc436c7,Thomas Hamilton,23375 Nancy Spurs Apt. 798,Esparzafort,752-392-5692x537,2019-10-14,2024-02-05,2023-09-29,2092,6359,1.0,Phone,3d541dcd-8124-430f-b4d2-729a85955fc4
fdb84b99-f7cc-41fd-9144-77312a02b1a2,Cynthia Smith,2829 Kristopher Spur Apt. 274,Thompsonstad,713.154.4855x8634,,,2018-03-31,8456,8380,,,d7de722d-efc4-427f-95a6-96a81b07258b
ce53dde2-56ec-4997-9f67-861dfca23ac3,Kelly Richards,8305 Roberson Wall Apt. 770,Grantport,+1-655-809-5733x4781,2022-08-28,2023-12-12,2022-08-05,2411,6707,47.0,,8509208f-65ca-43f2-b6e8-117b7c7f9991
6c19936e-3fc1-4ba6-9c79-29e98c3fc4c4,Brenda Cooper,59319 Hall Dale,Garrisonhaven,001-859-856-8372x0773,,,2019-09-20,2216,8778,,Tablet,e013da06-1cd3-48a6-99c1-b050ac461860
2a951c79-529d-4f19-b7c7-6627912b7694,Elizabeth Madden,70894 Amber Throughway,New Catherinemouth,001-585-870-9443,2018-11-29,2021-08-17,2019-07-29,5237,9668,18.0,Tablet,99227dbc-beac-433d-ba2d-cf32e7123598
7e6ecb2f-3f19-4e76-a942-6301c732556f,Amy Ruiz,8734 Susan Fort Apt. 849,Toddbury,708.686.0514x06381,2022-01-14,2022-08-15,2021-04-20,6982,9462,16.0,,7a06eb90-76c9-40d3-9de8-9f77aef8c060
581a3d8f-be13-484b-88f4-2b05ff18fb90,John Rose,703 Brenda Island Suite 504,Markberg,016-278-1416x6448,2020-04-26,2021-04-08,2023-09-29,1406,6897,15.0,,85793b4e-5011-48e1-aac5-fef47c9c6738
1f88dd47-cd65-43ce-9c92-1ce506096f02,Jason Leonard,113 Donald Shoals,Dorseymouth,(629)341-5952x55038,2018-01-19,2020-10-08,2021-11-08,5626,7059,17.0,Smartwatch,4b83c707-bee2-497d-8c88-7742467c1004
0a5327ea-cdda-4c50-b9c3-7f330c2f259f,Mr. James Garcia,721 Neil Manors Apt. 015,Lake Scott,(010)120-3241,2019-03-07,,2023-11-24,2428,1219,,Phone,93c191a9-22fd-4c72-b239-e2272b494f42
e785276d-5c95-4fbb-90bc-a7c432fe73a2,Calvin Hudson,0353 Lance Locks,Camposport,(731)134-6930x2821,2019-12-01,2023-02-07,2019-02-14,6914,5170,39.0,Smartwatch,63095db3-37e6-4628-81a2-549599c85d3c
ddc20388-7268-426b-bff4-8aae762e2be3,Marilyn Torres,885 Brown Expressway Apt. 105,New Jasminemouth,+1-126-877-2367x5932,2020-06-01,2021-10-05,2021-06-11,7741,8791,21.0,,16832927-8e97-46a3-9dea-eaab2d951c91
13bed8d0-271b-45ea-a469-a3c136396914,Meredith Banks MD,958 Key Field Apt. 500,South Tylerview,(826)570-0798x384,2022-05-06,2024-01-26,2022-02-02,7446,8186,10.0,Smartwatch,0f8917bf-02e9-47e7-8c78-fd2052b2f0b3
1e6b906f-df0d-4c21-9ff4-78fa09d2de40,Kimberly Hale,24234 Jones Plaza Apt. 740,New Jamesstad,+1-359-573-5840x758,2020-01-29,,2022-12-01,4044,8626,,,6ebba344-f79d-4895-bdb7-b17b7b7b0b63
3a8d7dcc-926e-48be-aca1-7ddf3d8c3d40,Gwendolyn Li,8338 Myers Locks Apt. 644,Collinstown,001-142-488-7459x96376,2020-08-16,2021-07-04,,2239,8967,60.0,Smartwatch,f8d9a2c1-1df9-4364-a1e2-9d129dc68d10
17d4271e-1c90-47a3-973b-224870b3b774,Elizabeth Hansen,72000 Pamela Avenue,Ashleyfort,538.224.4769x64889,2018-01-29,2024-05-12,2023-10-09,4470,6889,19.0,Phone,384382a0-2d31-4763-8cb9-011c455792a5
172b0ed0-770c-4df7-8f02-02c9dcbdecdc,Greg Mcguire,527 Beth Villages,Floresmouth,239.292.4676x100,2018-08-21,2019-03-31,,3093,3594,6.0,Smartwatch,1b88bf49-5f62-4478-ba03-87c0c5f689cd
44a267e0-06ba-45b9-8828-08323e556fea,Jordan Smith,89951 Mitchell Cape Suite 781,New Michaelfort,(014)671-9776x0466,2018-12-08,,2021-12-17,4517,8648,,Tablet,b906d4e9-405b-422b-b0de-0c7b698e585e
82a18591-d623-4b55-8c26-555d60368e3e,Michael Dodson,04200 Bell Streets Suite 280,South Donnaberg,753.613.3808x90590,2021-12-31,2022-05-09,,8097,4861,12.0,Smartwatch,7af49ede-80a3-4d29-8452-d5dd48213a16
86f33d74-ab1c-4932-855d-2d25fbef95ce,Gloria Patel,91943 Clay Causeway Suite 204,New Amybury,136-498-6710x44762,2022-07-30,2022-11-10,,1941,8365,12.0,,4fce70da-7548-4020-8fef-3b603e5841ea
14897700-7c56-48ab-bf84-181f8e2cfbf9,Eric Mcdowell,32034 Mendez Ferry Apt. 885,North Brandonfurt,+1-328-551-3105x728,,,2022-08-18,6968,8372,,Tablet,c0516f64-a0c1-4de0-8803-e6f9998417ca
be375b2c-8a2f-440e-b0ec-408a2110af22,Laura Riggs,49726 Gibson Crossroad Suite 721,Smithtown,+1-577-591-6216x749,2022-11-28,2023-07-15,2023-11-13,8381,4834,53.0,Tablet,f3acaf5b-4720-44ce-8cda-d58dec39811d
70dae060-2947-4742-af7e-30f9149ed835,Amy West,9215 Howard Via Suite 900,South Brandonton,762-630-9884,2018-08-09,2019-01-05,2023-10-09,2368,5909,51.0,Tablet,9fa602aa-089c-47c0-a4da-a3814c70991d
57085579-33d3-4eb4-af13-2bef96ce0cb0,Jamie Miller,746 Lopez Turnpike Suite 764,Timothymouth,+1-151-391-2093x8707,2021-02-04,2024-03-11,2018-09-06,7885,7991,19.0,Tablet,8f92ac05-de9e-4c69-a059-edf8a3377ec7
5e31516f-27d9-49ed-a886-0b4f97c6eea4,Robert Valencia,20423 Sophia Oval Suite 695,East Kathy,899-995-2774x891,,,2021-10-10,9754,6734,,Phone,9d7119f3-82e9-4313-a11c-fc87b0eeabef
7e38d412-f30e-4e1d-8b51-59a232c2f01a,Lori Hopkins,332 Bailey Isle,North Johnland,(418)219-0885x0582,2018-03-18,2021-08-30,2022-12-30,1630,1005,47.0,Smartwatch,bd39cede-310d-4a1d-ac2f-017c9436451c
81d4b9e7-7300-4a9a-84e7-6978a3a90e88,Wendy Carter,08501 King Ports,Lake Rebeccachester,001-665-195-7945x88658,2018-07-27,2019-12-11,,6510,6607,51.0,,e23ddc2e-a242-42b7-93fe-71fee7fec1b6
616076cb-b1b4-4689-b39f-62ce2645bd42,Michael Fox,74365 Robinson Mission,Ashleyfort,(158)806-8201x285,2020-03-04,,2020-07-24,4622,2018,,Phone,b07b907f-eeed-4ef3-84a9-aff8716a4f5a
cbe5f63c-fa2e-45c5-aded-aaf34b2e5bad,Courtney Powell,1787 Linda Pass,North Richard,187-082-3869x88768,2018-09-08,2020-09-07,2019-07-01,5053,4497,9.0,,731801c7-5ce9-4f37-868b-7f3b37bf1e37
ee199ea4-4a39-484f-8898-6354c35c2d9d,Mark Joyce,169 Deanna Ranch Apt. 747,Samanthaberg,098.538.4886x7183,2020-08-04,,2018-07-20,9440,8163,,,219b4c61-eb1b-4869-9dbe-b4e63e0f8b50
b2ac1d43-d92e-4f10-b708-e213de0f1c50,Gerald Horn,4530 Osborne Groves Apt. 517,Melendezburgh,(517)062-1330,2018-04-10,2020-03-08,2021-01-10,7534,3320,22.0,Tablet,01dc1d3a-7193-4a44-a3a3-e493de4ee4d8
fc5b181f-2a95-43b6-af35-9acab4d40b8c,Whitney Summers,631 Lisa Way Suite 908,Royland,(724)989-7912x943,2021-09-03,2023-04-04,2022-10-28,7495,8694,59.0,Tablet,80741ed2-ced3-48ac-bb05-f4efaef08969
56ec1d4e-f240-4777-86a3-9cfbe9a7dab8,Anne Lopez MD,2117 Edwards Rue Suite 667,Coxport,286-172-8270x4302,2020-02-03,2023-05-29,,7039,6363,8.0,,b274ec00-e964-4733-b76a-4cd853e7b82a
5d02c690-d29d-4a8c-ac5f-723c76a8b385,Cheryl Smith,309 Ball Gardens Suite 191,Armstrongbury,492.372.6727x19227,2021-04-29,2024-10-31,2022-05-18,2176,5422,14.0,Phone,1f3b5399-29e0-412d-87aa-ef76dd9b652b
ec94af4c-b211-4149-a4ce-ee2b6e384a96,Jennifer Lang,1359 Katherine Ramp,Traciehaven,8519403175,2018-08-17,2020-01-27,2023-06-22,5359,2396,51.0,,505836fa-0b62-4742-9ca0-25ac7c1f71c9
a43ddae9-4f4a-49e4-ac21-c34594e64aea,Valerie Rogers,194 Lawrence Cove,New Debra,+1-643-601-8992x290,2018-02-20,2021-04-25,2020-03-16,7900,3840,25.0,,12fd5847-8af9-4d45-bd45-7ecb9543babe
9eddd176-fdfe-4a5b-8b04-de64fef8b61e,Charles Berry,195 James Plaza,South Lisa,5484741923,2018-04-26,,2023-09-21,6230,8102,,Smartwatch,75914875-61d0-47fd-8702-29117badb94a
203ae787-f016-4b28-83ad-5661659d37a2,Craig Garcia,463 Colon Corner,Nicholsport,001-018-814-2623x19036,,,2020-01-12,8070,6676,,Smartwatch,1791d8fb-2ca3-4d66-bafc-d460894e2fa7
3bd113ef-98df-4602-b020-7feb9f170a59,Amy Griffin,69435 Jennifer Burgs Suite 617,Jenniferville,001-446-841-4195x961,2018-05-18,2020-01-31,2020-09-09,8868,2491,59.0,Tablet,b5963205-af85-4aa8-8420-a111cfc1a749
5b6a9236-9ff6-49a0-a493-8a60f551a2fb,Daniel Reynolds,3087 Leon Falls,Port Chris,8650263972,,,2021-12-31,5715,2941,,Tablet,053ed8d0-ff40-4ee1-b8b0-1fbfcfa3ca64
f393320d-5d6f-4350-ad01-9ff94ec00dbe,Timothy Ingram,71705 Leon Pass,Batesport,4803067402,2018-11-04,,2021-08-24,7802,5209,,,5ef96d5f-b8c3-41ef-b77b-00db3d0df392
f36800e8-a7a2-404c-a332-1789957ca145,Melanie Ramirez,1339 Cruz Via,New Jennifer,2591721637,2019-04-24,2024-09-21,2020-01-19,2060,9471,41.0,Phone,e70f52bc-dc4e-4be0-aef1-266c9b1ad7ec
8492cb96-61a2-4d94-832d-96fa25e479f8,Jacob Turner,372 Leonard Pass,Jennifermouth,(785)265-6900x13485,,,2020-06-08,4766,4486,,,78076dba-5569-448a-b2b8-2017f7bc37c7
deb7e847-91f0-475f-9759-10072a742752,Jordan Macias,4364 Ferguson Brook,New Kimberlyton,858.578.8289x48830,,,2023-05-09,2894,2700,,,f41c4586-18c7-407d-815f-a89602b1d443
3dc8539a-d509-4fb3-afb7-80f851321e06,Jeffrey Mack,9737 Lopez Junctions,West Shelleyland,319.257.7631,2020-06-03,2022-10-23,2022-11-03,1369,3076,30.0,,efe9dd81-20ec-4e6c-a593-6e9056124c7a
5e1ce1f9-9cf5-47ff-aa46-5c0fc24634bc,Madison Simpson,75775 Andrew Point,Angelaborough,001-774-923-9628x8223,2022-06-05,,2021-10-17,9500,1297,,Tablet,714d57ef-eb31-4192-b5ec-9bc3aeeb0d9c
eda57aec-bebe-4446-8dc9-72e85f4fb3de,Nicole Gordon,247 Joshua Estates,North Christopher,053.668.8702x34650,,,2019-03-17,6162,8280,,,c02650e2-af20-4daa-b21d-7f3c330f2d65
b1639d7b-10af-4da9-ba32-771dc6d05ad5,Donald Gray,62810 Scott Crest Suite 979,Lake Alex,125.005.8674,2021-02-12,,,7047,9370,,,207f8ac7-1e14-44cf-a75a-a7ba4768c4a0
6a1860d5-2630-47e8-b47f-ae3a29184fc1,Amanda Harris,103 Stuart Junction,West Amandaville,001-838-041-7400x076,2021-04-20,2023-05-29,2021-02-22,6543,9091,55.0,,d919f092-6c39-4f76-8b6c-bcd97400c748
952ba2de-45d6-44a7-b479-a64d72063510,Amy Davis,26293 Paul Extensions Apt. 504,Wilkinsonland,(716)436-0999x811,2020-10-30,2023-07-03,2022-12-06,3485,5312,38.0,Phone,34341a6e-e197-4216-b196-5d8478cf4276
80da2ff1-a915-4f41-8978-00ec98179832,Michael Harrison,80082 Joshua Via,Carolynchester,210-849-4554,2018-06-22,2018-10-04,2022-04-20,9826,3531,25.0,Tablet,eb42daab-c92f-4fc4-babf-39219d0ead13
143168ba-e4ea-4975-bbd4-d256ee8de8b6,Jennifer Serrano,17723 Russo Hollow Suite 319,Port Kristinburgh,+1-470-539-8700x90474,,,2023-06-24,6644,7138,,Tablet,0cc8d6bf-6d0d-4f23-a22e-598f58f4f718
84000c21-c454-4012-a41d-6264a7189a11,Samantha Gomez,2274 Campbell Square,New Isabellafurt,792.015.3040x577,2021-01-25,2024-10-26,2022-04-02,2789,9901,4.0,Smartwatch,987f032e-03c6-4dd6-9935-e1abfe671a5c
3115859e-9c2a-453b-aedf-9b7eebd815aa,Teresa Rogers,403 Vickie Port Apt. 828,Christineville,(246)587-8857,,,2021-06-16,5150,4377,,Tablet,90336ca2-1b27-4af8-b0c9-397bedbc2abb
826e2a64-5754-47bb-86dd-f78074194ef7,Samuel Weaver,31323 Strickland Plains Apt. 103,North Wendytown,001-080-369-1134x1422,,,2021-03-12,3643,6856,,Smartwatch,3f53030b-c742-4760-b705-6811bce4d247
